"orderNumber","occurrenceID","family","verbatimScientificName","identificationQualifier","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","eventDate","year","basisOfRecord","lifeStage","organismQuantity","organismQuantityType","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","locality","municipality","stateProvince","island","islandGroup","country","countryCode","recordedBy","identifiedBy","identificationRemarks","occurrenceRemarks","associatedMedia","kingdom","scientificName","taxonID","geodeticDatum","language","license","rightsHolder","datasetID","institutionCode","datasetName","taxonRank","nomenclaturalCode"
74,"WL:SNAIL:GC:OCC:00073","Geomitridae","Monilearia cf. praeposita","cf.","Monilearia","cf. praeposita",,,2016-08-14,2016,"HumanObservation","adult",20,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","convex shells, obtuse apex and larger than the shells I refer to as Monilearia spec. (cf. original description of Mousson)","empty shell","https://live.staticflickr.com/65535/49869955676_c427762a85_b.jpg | https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Monilearia praeposita","checklist_snails_grancanaria:taxon:aadc6343edeac38c6ee3bb9019d51afe","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
75,"WL:SNAIL:GC:OCC:00074","Helicidae","Hemicycla ethelema",,"Hemicycla","ethelema",,"(J. Mabille, 1882)",2016-08-14,2016,"HumanObservation","adult",17,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Hemicycla ethelema","checklist_snails_grancanaria:taxon:9ae636c7bbb4db40afeb14c28e4f0628","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
76,"WL:SNAIL:GC:OCC:00075","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2016-08-14,2016,"HumanObservation",,25,"estimate count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
77,"WL:SNAIL:GC:OCC:00076","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2016-08-14,2016,"HumanObservation","adult",6,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Hemicycla saponacea","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
78,"WL:SNAIL:GC:OCC:00077","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2016-08-14,2016,"HumanObservation","juvenile",1,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Hemicycla saponacea","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
79,"WL:SNAIL:GC:OCC:00078","Helicidae","Otala lactea",,"Otala","lactea",,"(O.F. Müller, 1774)",2016-08-14,2016,"HumanObservation","adult",1,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Otala lactea","checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
80,"WL:SNAIL:GC:OCC:00079","Streptaxidae","Gibbulinella aff. dewinteri","aff.","Gibbulinella","aff. dewinteri",,,2016-08-14,2016,"HumanObservation","adult",2,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell more slender than G. aff. dealbata","empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Gibbulinella dewinteri","checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
81,"WL:SNAIL:GC:OCC:00080","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2016-08-14,2016,"HumanObservation","adult",1,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
82,"WL:SNAIL:GC:OCC:00081","Vitrinidae","Insulivitrina parryi",,"Insulivitrina","parryi",,"(Gude, 1896)",2016-08-14,2016,"HumanObservation","adult",1,"exact count",27.931,-15.4808,25,"Barranco de Guayadeque southern slope (S of Cueva Bermeja Höhlensiedlung)","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869727676_d664471488_b.jpg","Animalia","Insulivitrina parryi","checklist_snails_grancanaria:taxon:9851606f90f7348c5e3b9a6a529d64fb","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
83,"WL:SNAIL:GC:OCC:00082","Helicidae","Otala lactea",,"Otala","lactea",,"(O.F. Müller, 1774)",2016-08-14,2016,"HumanObservation","adult",3,"exact count",27.8744,-15.4337,25,"Cruce de Arinaga","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Otala lactea","checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
84,"WL:SNAIL:GC:OCC:00083","Helicidae","Theba geminata",,"Theba","geminata",,"(Mousson, 1857)",2016-08-14,2016,"HumanObservation","adult",4,"exact count",27.8744,-15.4337,25,"Cruce de Arinaga","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Theba geminata","checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
85,"WL:SNAIL:GC:OCC:00084","Geomitridae","Cernuella virgata",,"Cernuella","virgata",,"(da Costa, 1778)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Cernuella virgata","checklist_snails_grancanaria:taxon:78e3e0015225ecbf2557ec9cc810bd2a","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
86,"WL:SNAIL:GC:OCC:00085","Helicidae","Theba geminata",,"Theba","geminata",,"(Mousson, 1857)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Theba geminata","checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
87,"WL:SNAIL:GC:OCC:00086","Helicidae","Theba grasseti",,"Theba","grasseti",,"(Mousson, 1872)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Theba grasseti","checklist_snails_grancanaria:taxon:d07bea8d67b4e9bd4698da8b1512d88d","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
88,"WL:SNAIL:GC:OCC:00087","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","same species as on Tenerife?","empty shell","https://live.staticflickr.com/65535/49870263982_a71c7f4fbf_b.jpg | https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Xerotricha orbignii","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
89,"WL:SNAIL:GC:OCC:00088","Achatinidae","Rumina decollata",,"Rumina","decollata",,"(Linnaeus, 1758)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Rumina decollata","checklist_snails_grancanaria:taxon:ed523f5acaa5cf7eed990e4102546fc6","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
90,"WL:SNAIL:GC:OCC:00089","Helicidae","Otala lactea",,"Otala","lactea",,"(O.F. Müller, 1774)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Otala lactea","checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
91,"WL:SNAIL:GC:OCC:00090","Enidae","Napaeus interpunctatus",,"Napaeus","interpunctatus",,"(Wollaston, 1878)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Napaeus interpunctatus","checklist_snails_grancanaria:taxon:a6816e378cccbdc8ea24ab0d9530f9bf","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
92,"WL:SNAIL:GC:OCC:00091","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
93,"WL:SNAIL:GC:OCC:00092","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
94,"WL:SNAIL:GC:OCC:00093","Streptaxidae","Gibbulinella aff. dealbata","aff.","Gibbulinella","aff. dealbata",,,2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell wider and more solid than G. aff. dewinteri","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Gibbulinella dealbata","checklist_snails_grancanaria:taxon:604812a2ea53f7aac98aadb1e1642768","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
95,"WL:SNAIL:GC:OCC:00094","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Pomatias laevigatus","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
96,"WL:SNAIL:GC:OCC:00095","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
97,"WL:SNAIL:GC:OCC:00096","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","large flattened shells","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Hemicycla psathyra temperata","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
98,"WL:SNAIL:GC:OCC:00097","Enidae","Napaeus spec.",,"Napaeus",,,,2018-09-14,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell very much like N. arinagaensis (slenderness, convexity, size), but with white blotches","empty shell","https://live.staticflickr.com/65535/49869456613_fcb19589a0_b.jpg | https://live.staticflickr.com/65535/49869456823_3bc5e263a4_b.jpg | https://live.staticflickr.com/65535/49869991891_47ee40c64d_b.jpg | https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Napaeus spec.","checklist_snails_grancanaria:taxon:eb704af20d4b333ae2cb0b7b03b52782","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
99,"WL:SNAIL:GC:OCC:00098","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2018-09-14,2018,"HumanObservation","adult",5,"exact count",28.0867,-15.7082,25,"East of Playa de Guayedra","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","large flattened shells","(sub)fossil",,"Animalia","Hemicycla psathyra temperata","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
100,"WL:SNAIL:GC:OCC:00099","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2018-09-14,2018,"HumanObservation",,20,"estimate count",28.0867,-15.7082,25,"East of Playa de Guayedra","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil",,"Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
101,"WL:SNAIL:GC:OCC:00100","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-14,2018,"HumanObservation","adult",6,"exact count",28.0867,-15.7082,25,"East of Playa de Guayedra","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","(sub)fossil",,"Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
102,"WL:SNAIL:GC:OCC:00101","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2018-09-14,2018,"HumanObservation","adult",4,"exact count",28.0867,-15.7082,25,"East of Playa de Guayedra","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","(sub)fossil",,"Animalia","Pomatias laevigatus","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
103,"WL:SNAIL:GC:OCC:00102","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2018-09-15,2018,"HumanObservation","adult",1,"exact count",28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","alive","https://live.staticflickr.com/65535/49869608331_eba4a92100_b.jpg| https://live.staticflickr.com/65535/49869074483_4db80018c1_b.jpg | https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Pomatias laevigatus","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
104,"WL:SNAIL:GC:OCC:00103","Helicidae","Theba geminata",,"Theba","geminata",,"(Mousson, 1857)",2018-09-15,2018,"HumanObservation","adult",1,"exact count",28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"alive","https://live.staticflickr.com/65535/49869915057_6d957f9788_b.jpg | https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Theba geminata","checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
